Date,Agency,Category,Title,Link
 27. July 2026,European Union Agency for Cybersecurity (ENISA),Consultation,Have Your Say on the Certification of EU Managed Security Services,https://www.linkedin.com/feed/update/urn:li:activity:7487371210633334784/
 27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,The MHRA Approval Process for Clinical Investigations,https://www.linkedin.com/feed/update/urn:li:activity:7487371234700259328/
 27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical Investigations in Great Britain,https://www.linkedin.com/feed/update/urn:li:activity:7487371235031547904/
 27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Submitting a Clinical Investigation Proposal for MHRA Assessment The MHRA updated this guidance to clarify submission requirements for medical device clinical investigations.,https://www.linkedin.com/feed/update/urn:li:activity:7487371235690049536/
 27. July 2026,Therapeutic Goods Administration,Standards,Adoption of International Scientific Guidelines in Australia R01/2025,https://www.linkedin.com/feed/update/urn:li:activity:7487371235962753024/
 27. July 2026,European Commission,Regulation,Regulation (EU) 2026/1744 Digital Omnibus on Artificial Intelligence,https://www.linkedin.com/feed/update/urn:li:activity:7487371249099186176/
 27. July 2026,USA Food & Drug Administration FDA,Guidance,FDA Getting a Radiation Emitting Product to Market: Frequently Asked Questions,https://www.linkedin.com/feed/update/urn:li:activity:7487371260348362752/
 27. July 2026,USA Food & Drug Administration FDA,List,FDA List of FDA-Authorized Companion Diagnostic Devices (In Vitro and Imaging Tools),https://www.linkedin.com/feed/update/urn:li:activity:7487371236239507457/
 27. July 2026,Swissmedic,Guidance,Swissmedic eCTD v4.0,https://www.linkedin.com/feed/update/urn:li:activity:7487371248075902976/
 27. July 2026,European Medicines Agency,Meeting,Committee for Medicinal Products for Human Use (CHMP) 20-23 July 2026,https://www.linkedin.com/feed/update/urn:li:activity:7487384928511307776/
27. July 2026,MedTech Leading Voice,Flipbook,"Regulatory Roundup Monday, 27. July 2026",https://www.linkedin.com/groups/12741229/?highlightedUpdateUrn=urn%3Ali%3Aactivity%3A7487461807549292545&q=highlightedFeedForGroups
 27. July 2026,Sara Rosario,Newsletter,Novel Foods & Ingredients from Genetically Modified Microorganisms.,https://www.linkedin.com/feed/update/urn:li:activity:7487465224426639361/
 27. July 2026,ARNAB RAY,Regulation,"Drugs (11th Amendment) Rules, 2026: Key Regulatory Changes & Their Impact on the Indian AYUSH Industry",https://www.linkedin.com/feed/update/urn:li:activity:7487510007090155520/
 27. July 2026,USA Food & Drug Administration FDA,Guidance,"Today, the FDAs Oncology Center of Excellence is announcing three final guidance documents for clinical investigators that are intended to increase patient participation in clinical trials of oncology drugs.",https://www.linkedin.com/feed/update/urn:li:activity:7487521545532112896/
 27. July 2026,Sourabh Bansal,Post,FAILURE MODE EFFECT ANALYSIS REPORT FOR TABLET COMPRESSION MACHINE hashtag,https://www.linkedin.com/feed/update/urn:li:activity:7487386884285849600/
 27. July 2026,Marina Daineko,Newsletter,"Marina Daineko's The MedTech Weekly Digest (Issue 31) A great edition Marina Daineko, thank you",https://www.linkedin.com/feed/update/urn:li:activity:7487411918929063936/
 27. July 2026,Dr C. Sheela Sasikumar,Infographic,CDSCO Accessory vs. Component vs. Sparepart,https://www.linkedin.com/feed/update/urn:li:activity:7487331302925500416/
 27. July 2026,Galyna Cordero,Post,"Pathophysiological Mechanisms Linking Chronic Stress to Altered Drug Response Galyna Cordero, MD",https://www.linkedin.com/feed/update/urn:li:activity:7487270993019924481/
 27. July 2026,BARBARA PIROLA,Guidance,Generative AI A Practical Guide for Developing and Scaling Enterprise AI Solutions,https://www.linkedin.com/feed/update/urn:li:activity:7487524061338615808/
 27. July 2026,BARBARA PIROLA,Infographic,GMP Compliance Insight Your CAPA Is NOT Effective If FDA Sees the Same Problem Twice!!,https://www.linkedin.com/feed/update/urn:li:activity:7487347216852942848/
 27. July 2026,Christine Lee,Webinar,Top 10 ISO 9001 Audit Findings and How Leading Manufacturers Prevent Them,https://www.linkedin.com/feed/update/urn:li:activity:7487533097568296960/
27. July 2026,Department of Health and Social Care,Report,"SaBTO: Advisory Committee on the Safety of Blood, Tissues and Organs (SaBTO) Annual Report 2024 to 2025",https://www.linkedin.com/feed/update/urn:li:activity:7482794969083150337/
27. July 2026,European Commission,Collection,Joint Clinical Assessment for Medicinal Products (Health Technology Assessment Regulation (EU) 2021/2282),https://www.linkedin.com/feed/update/urn:li:activity:7481245803450241024/
27. July 2026,European Union Agency for Cybersecurity (ENISA),Guidance,SME Cyber Resilience Maturity Assessment Model,https://www.linkedin.com/feed/update/urn:li:activity:7483312721690693632?
27. July 2026,European Directorate for the Quality of Medicines & HealthCare (EDQM),News,Publication of revised Ph. Eur. general chapter 5.1.6 on alternative microbiological methods,https://www.linkedin.com/feed/update/urn:li:activity:7483812215960195072/
27. July 2026,European Medicines Agency,Guidance,Guidance for Applicants for the Preparation of the Precise Scope Section of the Variation Application Form,https://www.linkedin.com/feed/update/urn:li:activity:7482797544129990656/
27. July 2026,European Medicines Agency,Announcement,"Working Arrangement on Collaboration and Exchange of Information on Therapeutic Products/Medicinal Products between DG SANTE, EMA and the New Zealand Ministry of Health (Medsafe)",https://www.linkedin.com/feed/update/urn:li:activity:7481248174435713024/
27. July 2026,European Medicines Agency,Guidance,Safety Features for Medicinal Products for Human Use Questions and Answers (Version 22),https://www.linkedin.com/feed/update/urn:li:activity:7482377355311747072/
27. July 2026,European Medicines Agency,Guidance,"International Council for Harmonisation (ICH) E6(R3) Guideline for Good Clinical Practice Step 5 (Principles, Annex 1 and Annex 2)",https://www.linkedin.com/feed/update/urn:li:activity:7483500711805186048/
27. July 2026,European Medicines Agency,Guidance,Questions & Answers on Article 31 Non-Pharmacovigilance Referral Procedures (Rev.,https://www.linkedin.com/feed/update/urn:li:activity:7483501389583863808/
27. July 2026,European Medicines Agency,Concept Paper,Revision of the Guidelines on Good Manufacturing Practice for Medicinal Products Annex 15: Qualification and Validation,https://www.linkedin.com/feed/update/urn:li:activity:7483502405536546818/
27. July 2026,European Medicines Agency,Reflection Paper,Reflection Paper on Particulars for Safety Signals for (Traditional) Herbal Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7483521237973975040/
27. July 2026,European Medicines Agency,Guidance,Pre-notification Check for Type IA/IAIN Variations,https://www.linkedin.com/feed/update/urn:li:activity:7483308608156422144?
27. July 2026,European Medicines Agency,Guidance,European Medicines Agency Questions & Answers on Article 29(4) Referral Procedures (EMA/457269/2016 Rev.1),https://www.linkedin.com/feed/update/urn:li:activity:7483804953845813248/
27. July 2026,European Medicines Agency,Guidance,European Medicines Agency Questions & Answers on Article 20 Non-Pharmacovigilance Procedures,https://www.linkedin.com/feed/update/urn:li:activity:7483806783728238592/
27. July 2026,Health Canada,Guidance,Draft Guidance on Ministerial Reliance Order for Certain Human and Veterinary Drugs,https://www.linkedin.com/feed/update/urn:li:activity:7483809250230812672/
27. July 2026,Health Canada,News,The Ministerial Reliance Order: About the Order,https://www.linkedin.com/feed/update/urn:li:activity:7483810796800548864/
27. July 2026,Health Canada,Guidance,Expectations for Information Submitted with Class III and IV Medical Device Licence Applications: Notice to Industry,https://www.linkedin.com/feed/update/urn:li:activity:7484819398197891072?
27. July 2026,International Council for Harmonisation,Guidance,(ICH) E6(R3): Good Clinical Practice (GCP) Annex 2 Adopted and Consolidated Guideline Published,https://www.linkedin.com/feed/update/urn:li:activity:7482373745702264833/
27. July 2026,MedTech Europe,Response,MedTech Europe response to the European Commission Call for Evidence on Future Joint Undertakings,https://www.linkedin.com/feed/update/urn:li:activity:7483802088674766848/
27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,UK Approved Bodies for Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7483500034135826432?
27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical trials for medicines: ending a clinical trial,https://www.linkedin.com/feed/update/urn:li:activity:7483499326149750784/
27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,In vitro diagnostic point-of-care test devices,https://www.linkedin.com/feed/update/urn:li:activity:7483317663495184386?
27. July 2026,Swissmedic,Forms,Swissmedic Forms for July 2026,
27. July 2026,Swissmedic,Guidance,Medical device registration fee,https://www.linkedin.com/feed/update/urn:li:activity:7483342563924553728?
27. July 2026,Swissmedic,Guidance,Clinical investigations of medical devices,https://www.linkedin.com/feed/update/urn:li:activity:7483803689925722114/
27. July 2026,Swissmedic,Guidance,Notification of Quality Defects,https://www.linkedin.com/feed/update/urn:li:activity:7484819410264903680?
27. July 2026,Therapeutic Goods Administration,Guidance,Varying biological entries on the ARTG,https://www.linkedin.com/feed/update/urn:li:activity:7483320685323354112?
27. July 2026,USA Food & Drug Administration FDA,Tool,FDA CDER & CBER Drug Development Tool (DDT) Qualification Project Search Database,https://www.linkedin.com/feed/update/urn:li:activity:7481250429419372546/
27. July 2026,USA Food & Drug Administration FDA,Framework,FDA CDER Framework for Regulatory Advanced Manufacturing Evaluation (FRAME),https://www.linkedin.com/feed/update/urn:li:activity:7482363055822077952/
27. July 2026,USA Food & Drug Administration FDA,SOPP,Managing MDUFA User Fee Payments and Billing Activities (Version 10),https://www.linkedin.com/feed/update/urn:li:activity:7482366045085732864/
27. July 2026,USA Food & Drug Administration FDA,SOPP,Posting and Announcement of Premarket Approval Application and Humanitarian Device Exemption Approvals and Denials (SOPP 8795),https://www.linkedin.com/feed/update/urn:li:activity:7484819392233418752?
27. July 2026,USA Food & Drug Administration FDA,Guidance,FDA Formal Meetings Between FDA and Sponsors or Requestors of Over-the-Counter Monograph Drugs,https://www.linkedin.com/feed/update/urn:li:activity:7482799720256643072/
27. July 2026,USA Food & Drug Administration FDA,Guidance,FDA Topical Dermatologic Corticosteroids: In Vivo Bioequivalence,https://www.linkedin.com/feed/update/urn:li:activity:7482801550562725888/
27. July 2026,USA Food & Drug Administration FDA,Guidance,FDA Psychedelic Drugs: Considerations for Clinical Investigations,https://www.linkedin.com/feed/update/urn:li:activity:7482803695232004097/
27. July 2026,World Health Organization,News,WHO and Global Regulators Advance Shared Roadmap for Greener Pharmaceuticals,https://www.linkedin.com/feed/update/urn:li:activity:7482792478169927680/
27. July 2026,World Health Organization,Announcement,"WHO joins the Open Health Stack Software Foundation to advance open, standards-based digital health for all countries",https://www.linkedin.com/feed/update/urn:li:activity:7481239390716043264/
27. July 2026,World Health Organization,Report,IARC - International Agency for Research on Cancer / World Health Organization Global Status Report on Cancer 2026,https://www.linkedin.com/feed/update/urn:li:activity:7480859185627344896/
27. July 2026,World Health Organization,Guidance,WHO Expert Committee on Biological Standardization: Eighty-first Report,https://www.linkedin.com/feed/update/urn:li:activity:7483306246507278336?
