Date,Agency,Category,Title,Link


27. March 2026,European Medicines Agency,Guidance,Clinical Trial Information System (CTIS) Sponsor Handbook User Guidance on the Sponsors Workspace (v6.2) CTIS Overview,https://www.linkedin.com/feed/update/urn:li:activity:7443250985487085568/
27. March 2026,European Medicines Agency,Guidance,Clinical Trial Information System (CTIS) Frequently Asked Questions (FAQs) on the Sponsors Structure (Lifecycle-Based),https://www.linkedin.com/feed/update/urn:li:activity:7443255653382582273/
27. March 2026,"USA Food & Drug Administration FDA",Report,"FDA FY 2025 GDUFA Science & Research Report Annual FDA report summarizing scientific research supporting generic drug regulation, funded under GDUFA (Generic Drug User Fee Amendments).",https://www.linkedin.com/feed/update/urn:li:activity:7443235744556572674/
27. March 2026,European Medicines Agency,Article,Questions & Answers on the Implementation of 3DP Technology (Additive Manufacturing Technology) for Solid Oral Dosage Forms Scope,https://www.linkedin.com/feed/update/urn:li:activity:7443239896904814592/
27. March 2026,Stefano Bolletta,Regulation,EU PARLIAMENT Textes Adopted on AI - 26/03/2026 Simplification of the implementation of harmonised rules on artificial,https://www.linkedin.com/feed/update/urn:li:activity:7443259251977797633/
'01. April 2026,Health Canada,Guidance,"Guidance on Interpretation of Significant Change of a Medical Device General Principle: Any change affecting risk profile, hazards, or performance is likely significant",https://www.linkedin.com/feed/update/urn:li:activity:7444985812779175936/
'01. April 2026,Health Canada,Guidance,Regulatory Enrolment Process (REP),https://www.linkedin.com/feed/update/urn:li:activity:7445015112949813248/
'01. April 2026,Health Sciences Authority,Guidance,"Regulatory Updates on Therapeutic Product Registration (HSA Singapore, 1 April 2026) Recent Changes:",https://www.linkedin.com/feed/update/urn:li:activity:7445012960340557825/
'01. April 2026,MedTech Europe,Whitepaper,Shaping the Future of Wound Care in Europe Provide policy framework and recommendations to improve wound care.,https://www.linkedin.com/feed/update/urn:li:activity:7445007467245129728/
'01. April 2026,"Department of Health, HKSAR Government",Guidance,Medical Device Administrative Control System (MDACS) Combination Products (TR-010:2026),https://www.linkedin.com/feed/update/urn:li:activity:7444992182538850304/
'01. April 2026,European Commission,Report,Study Supporting the Monitoring of Availability of Medical Devices on the EU Market 18th NB Survey Results (March 2026),https://www.linkedin.com/feed/update/urn:li:activity:7444989008041910272/
'01. April 2026,South African Health Products Regulatory Authority,Report,"Medical Devices Registration Feasibility Study Report Develop a comprehensive regulatory framework for medical devices and IVDs ensuring safety, quality, and performance",https://www.linkedin.com/feed/update/urn:li:activity:7444980169880014848/
'01. April 2026, National Agency for Medicines and Health Products (ANMPS,Announcement,"The National Agency for Medicines and Health Products (ANMPS) has released a key communication outlining the updated roadmap for eCTD implementation,",https://www.linkedin.com/feed/update/urn:li:activity:7444805559461142528/
'01. April 2026,European Commission,Training,"EMDN Second Training Recording Structure, Consultation & Practical Application Scope of Training:",https://www.linkedin.com/feed/update/urn:li:activity:7444982902062333952/
